ip_region_mismatch,device_change_rate,application_frequency,loan_amount,institution,loan_type,session_duration,geo_location_consistency,previous_defaults,time_between_apps,browser_fingerprint_change,fraudulent
0,0.15111112762467616,0,611102,SBI,Personal,258.7272847082222,1,0,87179.54461043453,0.15095672139116534,0
0,0.11650538329077137,0,316262,Axis,Personal,311.39177553302045,1,0,72274.80575752122,0.19851389814879614,0
1,0.2069488459833512,4,416526,Kotak,Education,277.7352413629802,1,0,33099.18670885387,0.16551662117361543,0
0,0.13765865950099704,3,440982,HDFC,Home,191.39200800239973,1,1,19389.940150491097,0.03165054104672774,0
1,0.3935561663003028,0,695163,Bajaj Finance,Home,399.01132610915624,1,0,63289.4136814634,0.1469808782698373,0
0,0.030188646715535637,1,683690,HDFC,Car,313.57566071466636,1,0,43977.60148156604,0.30660460925067184,0
0,0.3611991041800147,2,250856,HDFC,Home,340.78078186024277,1,0,29040.649116099405,0.10379859793830748,1
0,0.13039901328884895,1,510986,SBI,Personal,372.59624055653285,1,2,83909.55786769571,0.17571101221151686,0
1,0.0322639143379426,1,358084,Bajaj Finance,Home,490.1235827134804,1,0,99437.16745803926,0.1025027701490129,0
0,0.11913206011399875,6,248299,HDFC,Education,265.73250452197067,1,1,53524.436952192664,0.27362614244764866,1
0,0.022034680728853766,1,456596,SBI,Car,433.3414015452639,1,0,9779.624334458347,0.2285934717483964,0
0,0.055232477899545926,2,438303,HDFC,Education,361.53093005500335,1,0,14366.706822336266,0.018180474978110327,0
0,0.19150718620958326,0,985343,Bajaj Finance,Education,225.90329461102374,1,0,79629.55641718023,0.02244791089589595,0
0,0.2576995076544143,1,586591,Bajaj Finance,Education,306.27981884370627,1,0,94036.81546306239,0.033425498021765684,0
0,0.031129387227482146,1,224476,SBI,Personal,404.6968734655393,1,0,11737.356261790595,0.20430779879143704,0
0,0.3016083248668781,2,387045,Kotak,Car,310.8005905440917,1,0,17662.184904077407,0.09208597617714037,0
0,0.2056271214172353,1,704276,Axis,Education,378.4195435484013,1,0,90317.16373498566,0.2521448744151804,0
0,0.3044704469627133,0,917688,ICICI,Personal,263.056845021777,1,0,50302.50777428266,0.2024822388897737,0
0,0.03208250258761853,1,182803,Bajaj Finance,Education,158.4786475566154,1,0,97132.72798551021,0.06042418595992586,0
0,0.01589507861233306,3,124015,Axis,Car,176.98217463227851,1,0,40115.40894163711,0.1053673567727993,0
0,0.10784252755747023,1,874193,Kotak,Home,270.419837620296,1,1,19412.098551262323,0.013604370752618911,0
0,0.13488718203748942,1,577922,Bajaj Finance,Home,387.26190956005587,1,0,12424.75632953106,0.0126300276696483,0
0,0.3144856763741988,3,326341,HDFC,Personal,347.8491452374246,1,0,53808.701116671145,0.19837135987191812,0
0,0.09659363225318086,3,606925,HDFC,Personal,365.54861764124155,1,0,61101.32093957952,0.3570866419113465,0
0,0.2206579584762765,1,50000,HDFC,Car,228.78112424067314,1,0,51742.34435103212,0.16204095301257213,0
0,0.23129606623238172,0,500675,HDFC,Personal,257.7529645123203,1,0,60948.13899480607,0.03128114349688652,0
0,0.06082019779450454,4,565564,SBI,Home,210.85070003287598,1,0,73008.09755177489,0.18178763266605066,0
0,0.23012576593012488,2,684854,Axis,Personal,237.54024288769227,1,1,59461.41994800145,0.057628342162687134,0
0,0.14333981149584937,1,297220,HDFC,Home,449.4109260598027,1,2,75916.31863644125,0.4980838167772184,0
0,0.1216476976856882,3,517137,Bajaj Finance,Education,351.4534405554799,1,0,59182.3670802631,0.2863820591155017,0
0,0.12638708944525467,1,314915,HDFC,Education,260.06266593454967,1,0,97502.42726568936,0.3382255612821125,0
0,0.10250062847095448,1,551076,HDFC,Education,214.65790280860617,1,0,67591.45573334783,0.05516441648340449,0
1,0.1823756482632224,4,320930,Kotak,Car,214.47493841963018,1,0,77079.90500414777,0.16286132612544107,1
0,0.45373028500051077,4,418379,HDFC,Home,267.9213339089139,1,0,35607.418211646145,0.00719431893251927,0
0,0.0860239811173146,1,300836,SBI,Car,381.797873571091,0,1,23449.817468488603,0.1022923661478834,1
1,0.2791846371723207,2,630227,ICICI,Home,181.86262261315724,1,0,49497.597305548785,0.06818054614566284,1
0,0.16296380214641107,4,671690,Kotak,Car,437.70209578693317,1,0,70676.2418088579,0.06633772732847343,0
0,0.20015586547038097,2,453075,SBI,Personal,453.3738017236187,1,0,10415.213636203474,0.31176625512449824,0
0,0.29394618142735573,2,507647,Bajaj Finance,Car,323.3917389502587,1,1,68664.80144929448,0.34694464447385714,0
0,0.17500992106097976,1,210281,HDFC,Personal,323.24643378074984,1,0,62734.37361214017,0.1145786063161422,0
0,0.042291932121057495,2,440064,Kotak,Education,364.07695799464136,1,1,80308.99453652225,0.21717658337909704,0
0,0.029165452612879735,1,489959,Kotak,Education,158.02843448268206,1,0,96390.74858860654,0.25357713477432003,0
0,0.12997170380058592,3,1024158,ICICI,Education,140.1705588349362,1,0,47863.72841460569,0.12761785452967006,0
1,0.09885490402684771,4,277606,Axis,Education,322.330316436398,1,0,4204.941970349557,0.09810488729287521,1
0,0.11839206311252486,3,792835,Axis,Education,182.70879349733664,1,0,74522.49795612623,0.023922187059813582,0
0,0.10546663728212624,1,699371,Kotak,Home,230.27342825630697,1,0,9845.953868205796,0.07935854323597913,0
0,0.04124131787790921,0,556127,HDFC,Car,304.1152821223085,1,1,27078.665818356578,0.20535920208187858,0
0,0.08015964611652475,1,851724,Kotak,Education,134.4546928271846,1,0,63476.04620309383,0.24308331141028774,0
0,0.0958428224618995,4,574421,Bajaj Finance,Home,360.73258199910083,1,0,21271.868520818804,0.021942867871280473,0
1,0.21689243718503665,1,577831,HDFC,Personal,316.1021770218421,1,0,92504.88592387244,0.34035584568154986,0
1,0.08721599691905435,2,489375,Axis,Education,439.8214852198704,1,0,11238.305479162198,0.11452705478140682,1
0,0.17293635756429668,0,744713,Axis,Home,142.90242742467595,1,1,61085.157896607925,0.17835542545751612,0
1,0.12853171378420666,5,719293,SBI,Personal,289.2011029121678,1,0,81572.98971587521,0.3927588080823105,0
0,0.31402872443823304,2,374864,Axis,Home,218.86944373468054,1,0,54314.30795178376,0.45463279893503217,0
0,0.25428322387098656,1,236150,ICICI,Home,406.4231846004978,1,0,5608.065845341635,0.36563612826338654,0
0,0.10054535889020905,3,459403,Kotak,Personal,368.78123027475283,1,1,66496.60371839275,0.08912512585584978,0
0,0.13846065044393321,4,339992,Bajaj Finance,Home,388.451094128036,0,0,99305.15928110352,0.019085544586117012,0
0,0.022211707494642574,1,487295,Axis,Car,332.28991304183296,1,0,90233.9407411005,0.28432884704378925,0
0,0.2585742929187571,1,747487,Axis,Personal,272.97733067954,1,0,81021.1329970746,0.10070849723154701,0
0,0.2726628159059428,4,408539,SBI,Education,341.6257407301148,1,0,18445.42283248713,0.22414927348422414,0
1,0.1431871610111051,4,491435,Kotak,Education,251.0329555874241,1,1,91267.18400000635,0.17333635822517565,0
0,0.23031364161608658,1,511604,Axis,Car,415.32230143475454,1,0,57428.41517068611,0.0492171013152904,0
0,0.20238893386907672,2,669686,SBI,Home,206.31375616247277,1,0,69604.61235907591,0.12275755097977105,0
0,0.02069370991000269,3,50622,SBI,Education,314.358629326929,1,0,45676.90816444968,0.14876498270827998,0
0,0.1967717242354454,2,378659,SBI,Education,319.9057967247295,0,0,30877.096711670543,0.26657799416324257,0
0,0.05163724958102142,3,542256,Kotak,Car,283.4107154343815,1,0,58898.06438661178,0.09293873719012404,0
0,0.12184437406444634,2,740015,Kotak,Home,301.25262808232424,1,1,40054.15405998933,0.013020117113950075,0
1,0.16947500977062258,8,401619,Kotak,Car,335.645232446521,1,0,91192.55811171874,0.09207331990449798,1
0,0.41345966042707066,2,124689,Kotak,Education,254.45286642757364,1,0,21688.470239580067,0.5777733382957543,0
0,0.1270729677416076,1,623942,HDFC,Personal,360.99820768973274,1,0,94347.80909335816,0.1723972587186433,0
0,0.08466965213111674,1,372927,Bajaj Finance,Personal,219.2753213315844,1,3,50311.998396123076,0.09760341231541828,0
1,0.1096744602073147,0,262066,Bajaj Finance,Personal,185.77455811313388,1,0,10133.392675859495,0.21660886741470464,1
0,0.12916034262635878,0,375130,HDFC,Personal,151.80036990378275,0,0,68124.9933565106,0.06320927664697128,0
0,0.009036628227323908,2,463094,HDFC,Personal,186.02965381256274,1,1,9123.742774685743,0.022177862169900617,0
0,0.2613531121635446,1,379051,ICICI,Education,334.22596328365825,1,0,81297.80357287718,0.2009380185101656,0
0,0.2026351564349374,3,58886,ICICI,Education,288.96867315855627,1,0,37615.7766404275,0.025856742009750616,0
0,0.02264979103865196,2,679413,SBI,Education,324.5257249035046,1,0,67686.55808683045,0.15448097804591268,0
0,0.20778870934888038,1,754975,HDFC,Home,285.0038915102551,1,0,60262.1723232278,0.3665508607689972,0
0,0.11229078822212442,1,630304,Bajaj Finance,Home,140.9628062529446,0,0,32149.719234018034,0.19528893280754678,0
0,0.31214962496189813,2,272462,Kotak,Personal,340.4892548970306,1,1,32698.97722013148,0.12799890009118134,0
0,0.3709432373180954,4,459701,HDFC,Car,242.43953782060424,1,0,97768.3004857975,0.048104532253636756,0
1,0.258359140809352,2,498695,HDFC,Car,288.689399377996,1,0,60115.452795432946,0.09048233851970812,1
0,0.2535953589699606,2,619758,HDFC,Car,495.0179001309391,1,0,88212.77306164378,0.08636320458128863,1
0,0.13875205102443658,1,633668,Bajaj Finance,Education,183.48408079559658,0,0,27980.947875891983,0.17472134604723105,0
0,0.15302431063082542,1,353165,Bajaj Finance,Personal,328.41551240506004,1,1,73018.4414706739,0.012697451971243423,0
0,0.1810270781747313,1,516399,Kotak,Personal,436.5751001968367,1,0,32335.873046339846,0.02317527940242063,0
0,0.05095462151104729,1,591456,Axis,Personal,338.5029956753158,1,1,12498.600930455183,0.055486446601625716,0
0,0.05376175741414088,2,791164,Kotak,Car,281.40397031176803,1,1,62987.84570351763,0.08894684991192224,0
0,0.17821834105514117,2,640901,HDFC,Home,402.9625523982599,1,1,37875.45260924424,0.28954032250220385,0
0,0.10553320511912995,4,657811,ICICI,Education,375.5022637409079,1,0,12748.53902383108,0.10587794035130843,0
0,0.052152479774731024,3,516765,Bajaj Finance,Car,535.2962020218238,1,0,50102.74037330676,0.012543246215894035,0
0,0.12540363414497832,4,782091,Bajaj Finance,Home,74.96467714478436,1,0,41826.67862298009,0.09768535566253346,0
0,0.25802092542016297,5,581952,Kotak,Education,378.97047669650044,1,0,27743.527853494546,0.006862609242164909,0
1,0.1964856264290152,3,327782,Axis,Car,237.37195163171955,1,0,13115.23263661925,0.155797560613611,0
1,0.07998860401459836,2,780673,Kotak,Home,411.9471348645772,1,0,61347.60855619568,0.0774720186263522,1
0,0.10169405673941914,1,639580,HDFC,Education,190.69320101100374,1,1,13657.651206289647,0.040391756334054216,0
0,0.23664159572054028,3,411391,Bajaj Finance,Car,526.9537764869441,1,0,81079.17545246411,0.17441292587051246,0
0,0.15521658733139385,2,404101,ICICI,Personal,177.60248136709922,1,0,2693.768720126099,0.26263273272728616,0
0,0.136542357213144,0,559315,Bajaj Finance,Home,157.4456533293963,1,0,84785.49242853084,0.42970294545530546,0
0,0.30352162431750807,4,592636,SBI,Car,102.83595370507408,1,0,25711.694398684955,0.04044134119696876,0
0,0.23411152930601087,3,539458,ICICI,Personal,157.40517198815868,1,0,61766.93517236775,0.0978826927293025,0
0,0.0983353161388176,2,562261,Bajaj Finance,Car,353.75562012001825,1,0,60839.653160688955,0.13308614500137414,0
1,0.2730374131921078,0,839991,HDFC,Education,473.8361850236772,1,0,32537.361219687442,0.5189624102894748,1
0,0.2559820615764437,1,714308,SBI,Personal,170.5640662688367,1,0,60575.316234948994,0.06812177207902204,1
0,0.35210046301476594,6,538127,SBI,Education,304.20418923375576,1,0,47535.22156579212,0.013571363829074033,1
0,0.16097844027975328,1,688262,Axis,Home,136.98207881475795,0,0,68187.39175012513,0.38259136326431487,1
0,0.27587769698784875,3,293495,HDFC,Car,30.0,1,0,33640.587528454475,0.09883292130911135,0
0,0.1665139638692437,2,579585,Bajaj Finance,Home,247.10993635069687,1,0,40776.40674296151,0.32446807602248523,0
0,0.11357711158817545,4,861861,Axis,Car,475.04391485288755,1,0,74878.56380405596,0.02239335591022235,0
0,0.3557592876017835,0,456390,Axis,Personal,51.92000366681859,0,0,6970.446322239964,0.06763098633671215,1
0,0.08155446184855829,2,330473,Kotak,Personal,348.91101507420944,0,0,95563.92156074196,0.04946681583789067,0
0,0.15181844759347538,3,369582,HDFC,Education,157.38961577887213,0,1,37625.788396436066,0.24034527386936608,1
0,0.06148587663165003,1,282073,Bajaj Finance,Personal,184.3999869365368,1,0,93374.43269195141,0.03890376415472207,0
0,0.24000965346982991,0,343047,Kotak,Education,265.3331802499455,1,0,32199.849861365106,0.13054777710974214,0
0,0.19426351071411205,1,425898,ICICI,Personal,323.83721942611317,1,1,80275.48489339776,0.09441722034841546,0
1,0.2961496013039972,4,218886,ICICI,Education,144.2820038959011,1,0,15152.59602454016,0.10599825711141835,1
0,0.4017668256492123,2,503123,HDFC,Home,329.2899360099523,1,0,75460.26504867019,0.2708106850102214,0
0,0.06562245033999656,1,680455,HDFC,Car,341.47525384264975,1,1,55519.7728557896,0.21814272705522555,0
0,0.17628337516453607,1,318448,ICICI,Personal,198.43951054082595,0,0,61822.03512478846,0.3594190337025118,0
0,0.15645731627287268,2,803856,Bajaj Finance,Education,214.06234634884748,1,2,83413.693283013,0.08187069538871157,1
0,0.04911603281444325,1,602158,SBI,Home,192.37176400851024,1,0,46599.93916968457,0.07964613381956356,0
0,0.10433941575302913,3,706116,Kotak,Home,432.42780319391727,1,0,71109.43524490594,0.09520619291208654,0
1,0.07933953541525189,4,368433,Bajaj Finance,Personal,345.02148358816436,1,0,10156.438347546982,0.23954450270483993,0
0,0.3304083663405314,2,670905,Axis,Education,252.99180195181728,1,0,97155.37486154374,0.0017588340672087539,1
0,0.24568198088447357,2,281613,ICICI,Home,289.89162844633506,1,0,51633.07147724591,0.11438726970938091,0
0,0.10088308643949635,4,678049,Axis,Education,432.30834964332416,1,1,83236.2922159312,0.09521462601414307,0
1,0.13182002680040045,1,534367,ICICI,Personal,409.26960273213354,1,0,5158.435581686751,0.04029369988482621,0
0,0.07362621338248275,1,610650,HDFC,Personal,445.48094235412907,1,1,14999.768776627234,0.061194972886184446,0
0,0.3266996830142851,2,264881,SBI,Car,337.9205716818594,1,0,65662.30436208192,0.08845904723390449,0
0,0.12922181169970048,1,320986,Bajaj Finance,Home,306.84775525040567,1,1,31980.06422827451,0.176355205115512,0
0,0.21019855858354075,1,619445,SBI,Home,148.34018078575895,1,0,76437.25220112018,0.0006896113116369729,0
1,0.26751198778494245,3,310330,Bajaj Finance,Home,375.17584005598553,1,0,78973.37922841714,0.01676105376297616,0
0,0.27107920917076567,5,592641,SBI,Education,466.7078331163242,1,0,68921.72585564353,0.15282460964498465,1
0,0.1115181893813799,3,226572,Axis,Personal,252.10877357252258,1,0,60888.6397812924,0.5140823638539752,0
0,0.13984635953244257,1,669634,Axis,Home,441.3989451336963,1,0,62306.609377831126,0.16207485004699798,0
1,0.08964787028263159,2,253495,Axis,Education,261.30308148579155,1,0,91336.92649318415,0.03137414332916158,0
0,0.17804048014117568,6,610459,SBI,Personal,378.86563735021343,1,0,90488.43034177882,0.055334387947035164,1
0,0.21947487495151083,1,625126,ICICI,Home,342.22045777124686,1,0,65440.06914888681,0.1436660413259818,0
0,0.1605806137171999,2,360645,Kotak,Car,248.64517436366128,1,0,37827.11865795376,0.21967647420009132,0
0,0.13689969510011396,4,616405,ICICI,Personal,263.5048224897231,1,1,17009.411622376316,0.013203203275987596,0
0,0.07549694864517761,3,552088,ICICI,Home,236.95573893368356,1,0,65418.89121851702,0.006223020652719448,0
0,0.1450041988288467,2,392231,Axis,Car,196.09382151734786,1,0,40360.977019217054,0.09342860611805402,0
0,0.1409693864962101,0,298289,Kotak,Education,329.1445991267416,1,1,44421.6224998799,0.2666948991319771,0
0,0.01063386613618802,5,107474,ICICI,Home,237.76810811971035,1,0,45212.206484856244,0.09069737849845504,0
0,0.25166762214409116,0,569930,Bajaj Finance,Home,336.0673247822664,1,1,40426.091133006434,0.03448210952343003,1
0,0.034575532454052836,1,187039,HDFC,Education,426.183661168668,1,1,83367.17298186845,0.026808840030589982,0
0,0.3185842285627563,2,519068,Bajaj Finance,Car,307.19680630075374,1,0,11204.270022343626,0.19870478956827226,0
0,0.2103326896535794,2,447310,Kotak,Personal,255.5591981691582,0,1,50103.04299830389,0.11549834406164362,0
1,0.3117960517318894,4,635828,HDFC,Personal,396.1573889292217,1,0,33509.89499561302,0.07699198934298122,0
0,0.2725920314923375,3,439590,Axis,Personal,237.68689901277216,1,1,77624.2543626017,0.43177484154487505,0
0,0.10278925455781958,2,434110,ICICI,Home,328.07794577453063,1,0,24025.995777150813,0.010553037218723544,0
1,0.038217650808021746,2,646374,ICICI,Car,30.0,1,0,45467.25869204698,0.20454616911994933,1
1,0.23290972308672028,1,567011,SBI,Personal,387.13735891629324,0,0,78094.79689846553,0.2738574321126961,1
0,0.28886302899003835,1,563231,ICICI,Home,372.6658134454194,0,1,41462.988970692815,0.20167912578963082,1
0,0.12363827490627485,1,593853,ICICI,Car,69.33055371014879,1,0,31643.05468883143,0.17505886306158022,0
0,0.13241182863757994,6,192885,Kotak,Car,211.21350602885008,1,0,70154.42160563027,0.05502678601762488,0
0,0.140321170213377,0,651357,Bajaj Finance,Education,188.28734210023833,1,0,47508.874893687054,0.27691759055411935,0
0,0.08539155845763358,3,622493,Bajaj Finance,Home,276.5173158093061,1,1,57934.34074337862,0.12725105536157139,0
0,0.03512293768538178,4,296663,HDFC,Home,156.6723057302091,1,0,34885.03880782204,0.04929000773594926,0
0,0.24563005547108774,3,451183,Kotak,Education,309.986108045103,1,0,63729.05696964777,0.034972914485522935,0
0,0.12936651139607408,3,492138,SBI,Home,483.6817992108425,1,0,66869.77238386087,0.018332826286467988,0
1,0.1462076815851087,0,473100,ICICI,Education,297.0998545597159,0,0,44653.277752127164,0.17936813478305974,1
0,0.20801754828427316,0,566771,Axis,Education,418.7645300685195,0,0,18719.39904587769,0.07938197557265547,0
0,0.14746529115830578,2,786273,ICICI,Home,305.8679757977185,0,1,28683.926453577253,0.19014823683995577,0
0,0.010496558383747363,2,716353,SBI,Education,156.38446021886176,1,1,34054.7519101439,0.09657194717194972,0
1,0.29975602679578844,0,237556,ICICI,Education,285.0102150988032,1,0,48223.32951239514,0.17006998760251968,1
0,0.05516854059383228,1,624413,HDFC,Education,67.39735053750374,0,1,93249.2330534328,0.7837796245491775,1
0,0.5247744008246031,0,765786,HDFC,Car,317.8412450000224,1,1,3550.910152293231,0.130185824397359,0
1,0.3518486501347389,6,577361,HDFC,Home,274.0930926372718,1,1,20905.221937515333,0.0786246595192546,1
0,0.10964009256201747,2,718196,Bajaj Finance,Home,482.3972617346692,1,1,2154.528320523552,0.07292171853130794,0
0,0.11931475356171704,5,902454,Bajaj Finance,Car,365.71248432799695,1,0,63231.144564601316,0.20259413858191558,1
0,0.12015403761154546,4,704741,Axis,Car,280.87892965928944,1,0,24245.380107865214,0.05503379190182326,0
0,0.07200231661689127,1,549861,Kotak,Personal,234.63492132866062,1,0,99430.46037381879,0.15128958013267935,0
0,0.15630060798957757,4,709017,Axis,Education,347.2806184659582,1,1,20522.351126537786,0.42017345412998236,1
1,0.0862752974803403,4,528977,Kotak,Personal,30.0,1,1,45696.64191555753,0.09553752452002567,1
0,0.2097604341662685,2,504780,HDFC,Education,310.2546681430026,1,0,31446.899216350237,0.11707326928450275,0
0,0.029409165842435057,1,429717,HDFC,Personal,264.1416117004932,1,1,27253.60131073165,0.15547008199103027,0
0,0.14274163810929433,2,812682,Axis,Car,273.6960514146604,1,0,95661.46936766812,0.14881445413953548,0
0,0.0246861779381281,2,336314,ICICI,Car,228.5602951284992,0,0,88019.3870742758,0.04857326060786503,0
0,0.23463212388594482,2,806473,Kotak,Home,466.02685115842854,1,0,1767.3858054756165,0.0958801947556045,0
0,0.24140198915698693,4,599972,Axis,Personal,304.8462279409638,1,1,36780.79087593609,0.1853240272703723,0
0,0.11117356517969033,0,220138,Axis,Home,410.9147683583445,1,0,66116.65179682996,0.29747390073344465,0
1,0.3862324936209998,1,573529,Axis,Car,253.51450370063813,1,0,47979.23491047578,0.2471471857121593,1
0,0.09826405039949461,1,79994,Axis,Personal,251.45130455018375,1,0,98460.91984387567,0.06805610127550439,0
0,0.20314438199275228,2,625101,Bajaj Finance,Education,439.8732531810847,1,1,71855.84913158591,0.05900991267810021,0
0,0.07401646543330669,3,677046,HDFC,Car,379.08537946640496,1,0,61282.9572042895,0.0722456538803711,0
0,0.3121347632857667,0,381528,HDFC,Car,243.64120371139944,1,1,40082.6434501389,0.18550487790612244,0
0,0.1201226532908111,1,524709,Axis,Education,398.71573063316026,1,0,17814.337708937277,0.1848796333671795,0
0,0.1270100726013826,1,890831,HDFC,Education,186.27132666649214,1,0,71293.5084525308,0.28143668628860063,0
0,0.18206980110048734,0,398850,Kotak,Car,409.3678489975008,1,0,4647.066065702993,0.39626555376663125,0
1,0.1524930816299196,1,288218,Kotak,Car,363.1494915898774,1,1,92833.3108533256,0.44328168033731774,1
0,0.1964381265833444,2,796332,Kotak,Education,291.2537295850125,1,0,38985.9108701327,0.1673854378577449,0
1,0.1563831979805433,1,892517,Axis,Car,329.8503178938966,1,0,55634.656675940685,0.1723045521830813,0
0,0.24572256367172632,2,500739,SBI,Car,195.14189920853983,1,0,41109.53519631212,0.14827171119868585,0
0,0.06954848391129685,3,702292,SBI,Home,263.5010459708433,0,1,37136.56277765013,0.14878616625360944,0
0,0.06818446752725381,3,768295,ICICI,Car,436.3716918354603,1,0,98308.2499207682,0.10494690432693445,0
0,0.17716525536333236,2,351503,Kotak,Car,420.3100252892591,1,0,56710.005562879494,0.2740754482253861,0
0,0.15017102142606117,2,402938,Kotak,Personal,198.59755227779482,1,0,88208.42353341136,0.029792670571036038,0
0,0.22077967024819725,0,746174,Axis,Personal,337.9396158502136,1,0,20274.23509404026,0.304577565033499,0
0,0.036063320554649406,1,837002,ICICI,Home,138.94211468998438,1,0,54666.833068943386,0.3415383908573803,0
0,0.1298204142972502,1,612576,ICICI,Personal,444.48915189970023,1,0,49093.075240412225,0.07025101658203722,0
0,0.2696849167866483,2,324037,Bajaj Finance,Home,330.3009870313129,1,0,39627.766236252006,0.07679748426645341,0
0,0.10440103374792242,6,897412,Axis,Personal,253.96935579317991,1,0,49615.07488100537,0.06925919677350481,0
0,0.12863441399337297,1,393805,HDFC,Personal,72.1835080786581,1,0,24933.78498962513,0.06568705011749726,0
0,0.12688509013740723,1,432972,SBI,Car,285.93258170250897,1,0,79531.06233611392,0.005624442349798511,0
1,0.22056081180652312,3,568467,HDFC,Education,515.0165904668246,1,1,61135.347697877485,0.11541191097119166,0
0,0.16398547483949683,4,810832,HDFC,Home,269.6343605412455,1,0,12758.106006380038,0.01593340820322209,0
0,0.036852181870846726,1,670795,Kotak,Personal,328.66594638145443,1,0,48937.33838913406,0.14489062853638762,0
0,0.12969782815227415,2,582973,Axis,Education,272.2862191562317,1,1,94394.9957472348,0.09520439667713383,0
0,0.12777387303083748,2,592657,Axis,Home,245.9919151094569,1,0,94055.35754289397,0.26320579941167715,0
0,0.19999485625007835,1,508702,ICICI,Education,339.657514303895,1,0,98992.91746843257,0.2042121619939518,0
0,0.1257756722645705,1,611627,Kotak,Education,451.8945331321129,1,0,22913.390410629192,0.07218958450455659,0
0,0.09743198893745461,0,50000,Kotak,Personal,343.68270129275254,1,0,80540.9524097788,0.165311281703169,0
0,0.25705956378665656,1,440678,Bajaj Finance,Car,304.49197067003547,1,0,59668.6727602917,0.13657709872434293,0
0,0.10736460783180393,2,548264,Kotak,Home,252.9363823425033,1,1,77335.08684572137,0.20819621682620693,0
0,0.04752730860304022,3,269797,HDFC,Car,313.84841250241715,1,0,65182.04648536344,0.22801974122456375,0
0,0.2744078947809224,2,577264,HDFC,Home,247.9449770428093,1,0,24598.79076128143,0.12896016670343546,0
0,0.11791585351093713,5,459105,ICICI,Car,274.4098755663946,1,1,10200.41472339391,0.5058291626605467,0
0,0.06477647785769652,1,851095,SBI,Personal,392.9373608370828,1,0,49361.608948645284,0.24448935427390045,0
0,0.07137700681083696,1,814603,ICICI,Education,338.4477057104251,1,0,39290.63913314218,0.44313004389998384,0
0,0.059742081713966395,1,406838,Axis,Personal,294.8430822763138,1,0,41889.34139375083,0.05941229497001579,0
0,0.11601805126999848,3,469832,Axis,Personal,121.94531162985501,1,1,58376.548581359304,0.02926945868690438,0
0,0.032528049241526504,2,485210,SBI,Education,263.48787519374065,1,0,77121.06978038336,0.25647057088206077,0
0,0.025799349479870046,0,409668,Bajaj Finance,Education,480.3479302214041,1,0,72923.73905376792,0.23393885615021034,0
0,0.3412565009406274,2,539004,Kotak,Education,392.3153384486119,0,0,48229.65814536739,0.09814021691175318,1
1,0.10509184023568507,2,348343,ICICI,Home,403.34156331830627,0,0,53632.45603480871,0.26674682854622306,0
0,0.13107616197336372,1,273876,Bajaj Finance,Education,220.40561024270903,1,0,58653.26933138879,0.20521982686570497,0
0,0.32018699475452117,0,624542,Kotak,Education,463.1653736592789,1,0,76034.11495140695,0.12986637398670742,1
0,0.051529363976181033,1,625905,ICICI,Personal,219.87975482043953,1,0,88193.63098524844,0.10378326707966572,0
0,0.17555553271976845,3,339136,ICICI,Education,315.5225520721614,1,2,53143.57100733011,0.5014555680803209,1
0,0.21669313743735147,1,679071,ICICI,Car,215.53996367878017,1,1,86456.29847704117,0.07775359457264334,0
1,0.2156871916711858,5,373684,Axis,Car,451.86341370524127,1,1,93461.33519455921,0.38139551355654816,1
0,0.18319852489968388,2,550633,Bajaj Finance,Education,366.8286146494378,1,0,20695.534583500546,0.019296107418127956,0
0,0.13476359670426535,3,664068,Axis,Education,423.1551499374086,1,0,47120.69811306931,0.21493974247473235,0
0,0.017176139301664377,2,493277,HDFC,Education,39.01962511180966,1,0,33672.90861705926,0.09160216202046853,0
0,0.26788135026259374,0,590948,Bajaj Finance,Home,321.81184024692675,1,0,14978.378659263313,0.10474032282271048,0
0,0.1384263343222842,1,396714,HDFC,Car,194.1225340419311,1,0,27154.14548090105,0.018631118158341443,0
0,0.1798426195683354,1,460706,HDFC,Car,299.2799345535831,1,0,41740.79746129617,0.11788890286656764,0
1,0.055555345028785945,3,458828,ICICI,Personal,93.42985362854267,1,0,52474.828491791974,0.27195434130953117,0
0,0.1283933061424154,4,350684,HDFC,Personal,202.92581264542923,1,0,51848.4425209521,0.274433930736208,0
0,0.13759110423728718,2,464645,SBI,Home,198.11795986548168,1,0,33563.9076972201,0.06213700612978838,0
1,0.12079660782365181,3,190276,Bajaj Finance,Car,136.6866554375704,1,0,95305.60480516641,0.2766355179288786,0
1,0.05013912244642246,0,401769,Axis,Car,251.00021767828667,1,1,6182.202194617583,0.18961020982722315,0
0,0.12005655376717116,0,443024,Kotak,Education,405.5932674347433,1,0,76692.18380931846,0.11936429044183176,0
0,0.10801493161218306,1,448764,Axis,Personal,323.6386656703849,1,1,92186.43535402209,0.11971624337768928,0
0,0.06643515717372409,2,451700,Kotak,Car,202.16052210641496,1,1,77358.3563745436,0.3517890788210245,0
0,0.11326438884932692,2,487647,Axis,Education,285.25824441071757,1,1,13458.478129703954,0.07531709212753668,0
0,0.09914635467432012,2,595888,Axis,Car,306.3353186165511,1,2,87042.67502729915,0.24248112167235286,1
1,0.3624820848930229,2,674903,Kotak,Education,405.8923659226102,1,0,30802.738037624345,0.09602309777807051,1
0,0.21990222495178352,0,370046,ICICI,Car,420.0756844107109,1,0,24765.289628191666,0.10759856750539512,0
